"paragraph","nrc_sentiment","no_of_interactions","sentence_id","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","Valence","Arousal","Dominance"
" Harry 's last month with Marjorie-Petunia-Vernon-Dudley is unpleasant . Despite how furious his aunt and uncle are after he found out about his wizard heritage , they hardly speak to him and instead pretend that Harry is n't even were they see he is . At first it was an upgrade , but then becomes depressing for Harry after a while , and Dudley has become so scared of his cousin that he refuses to be anywhere near him . Above all that , Harry is allowed to keep the smallest bedroom with only Hedwig and his new school books as company .",-0.6875,4," 188 189 190 191",0.238095238095238,0.0476190476190476,0.142857142857143,0,0.0476190476190476,0.285714285714286,0.0476190476190476,0.19047619047619,0.91028,-1.13028,0.43611
" He would lay on is bed and read through the interesting books late at night with Hedwig swooping in and out of the window as she pleases , bringing back dead mice that she leaves lying around the room to make them the main reason Petunia avoids coming in to vacuum .",0.2,1," 192",0.25,0.25,0.25,0,0,0.25,0,0,0.545,-1.02846,0.59231
" The day before he is due to leave , Harry asks Vernon to take him to the King 's Cross station . Vernon agrees to take him but ridicules him for saying he is to leave from Platform Nine and Three-Quarters , as is marked on the ticket Rubeus gave him .",-0.45,2," 193 194",0.222222222222222,0,0,0.111111111111111,0,0.444444444444444,0.222222222222222,0,0.555,-0.981,0.358
" The following day , Harry arrives at the station and stands between platforms nine and ten , wondering how to find platform nine and three quarters .",0,1," 195",0.5,0,0,0,0,0.5,0,0,0.56357,-1.23357,0.71214
" Marjorie-Petunia-Vernon-Dudley leave Vernon , and as they pulled away in their car , started laughing , leaving Harry quite stumped .",-0.45,1," 196",0.2,0,0,0,0.2,0.4,0.2,0,0.73857,-0.37429,0.82571
" Finally , he overhears some people mention Hogwarts of Witchcraft and Wizardry ; it is a family of red-haired children who seem to be bound for the school .",-0.1,1," 197",0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.222222222222222,0.51045,-0.89091,0.32909
" He asks the mother for help , and she tells him to run through the barrier between platforms nine and ten .",-0.5,1," 198",0.2,0.2,0,0,0.2,0.2,0,0.2,0.76667,-0.82778,0.68944
" Harry does so , and he is astonished to find the train to Hogwarts on the other side of the station .",0.5,1," 199",0.5,0,0,0,0,0.5,0,0,0.7725,-1.29125,0.78
" Harry , then , boards the Hogwarts . On the train , Harry is introduced to Fred and George , twins who are returning to school for their third year , and to their younger brother Ronald , another student who will be starting at Hogwarts . They have another brother , Percy , who is returning for his fifth year as a Prefect , and there are two elder Weasley brothers who have already left school .",0.683333333333333,3," 200 201 202",0.222222222222222,0,0,0,0,0.222222222222222,0,0.555555555555556,0.90768,-1.24339,0.60804
" Lestrange-Fred-Peverell-Angelina-Percy-Ronald-Riddle-Fleur-Weasley-Malfoy-George-Roberts-Molly-Potter-Charles-Dursley-Arthur-William is poor , and Ronald can not afford the pastries sold on the train , so Harry buys a lot with his newfound wealth and shares them with Ronald . Ronald introduces Harry to such details of wizard life as Quidditch , Famous Witches and Wizards cards , and Bertie Bott 's Every Flavour Beans .",0.75,2," 203 204",0.222222222222222,0.111111111111111,0,0,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,1.05941,-0.87941,0.81029
" One of the cards bears the picture of Albus .",0,1," 205",NA,NA,NA,NA,NA,NA,NA,NA,1.22375,-1.6675,0.18125
" Harry also meets a somewhat annoying , overachieving girl named Hermione and sees again the unpleasant boy from the uniform shop , whose name is Draco , this time with his buddies , Vincent and Gregory .",-1.25,1," 206",0.285714285714286,0.142857142857143,0.285714285714286,0,0,0.285714285714286,0,0,0.72708,-1.0525,0.32083
" After Draco makes some rude comments about Ronald , Harry rejects Draco 's offer to advise him about associating with the right kind of wizards .",0.95,1," 207",0.25,0,0,0.125,0.125,0.25,0,0.25,0.4385,-1.106,0.5115
" All the students have heard of Harry , and Harry is not sure how to respond to his fame .",0.75,1," 208",0.5,0,0,0,0,0.5,0,0,1.13286,-1.28286,1.25857
" Arriving at the station , the newcomers are led by Rubeus onto boats which they sail to the castle of Hogwarts . The new students are greeted at the castle door by Minerva , who tells them they will soon be sorted into their houses .",1,2," 209 210",NA,NA,NA,NA,NA,NA,NA,NA,1.1575,-0.98389,0.80639
" All Hogwarts students live in one of four residences : Gryffindor , Hufflepuff , Ravenclaw , or Slytherin , with each house having its own team for Quidditch .",0,1," 211",0,0,0,0,0,0,0,1,1.42625,-1.37,1.02
" The houses are in a yearlong competition with one another to acquire the most points , which are earned by success in Quidditch games and given by teachers for academic achievement , and lost for student infractions , in order to win the House Cup awarded at the end of the year .",2.45,1," 212",0,0.375,0,0,0.25,0.125,0,0.25,1.23042,-0.72167,0.98875
" As the students enter Hogwarts , ghosts appear in the hallway . The students are led to the Great , where the entire school waits for them .",0.45,2," 213 214",0,0,0,0,0,0,0,1,0.62667,-1.08542,0.68875
" They see an old pointy hat on a stool .",0,1," 215",NA,NA,NA,NA,NA,NA,NA,NA,-0.224,-1.36,0.334
" When the students try on the Sorting Hat , it announces the house in which they are placed .",0,1," 216",NA,NA,NA,NA,NA,NA,NA,NA,1.07,-1.33143,1.12286
" Harry becomes very nervous . He has learned that he does not care for Slytherin house , as the students in it are unpleasant and Tom once belonged to Slytherin .",-0.25,2," 217 218",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0.333333333333333,0,0,0.85909,-1.10364,0.77364
" The annoying girl Hermione from the train is Sorted into Gryffindor , much to Ronald 's displeasure .",-1.25,1," 219",0.5,0,0.5,0,0,0,0,0,0.5525,-0.62,0.1425
" Finally , it is Harry 's turn to wear the hat .",0.4,1," 220",0.125,0.125,0.125,0,0.125,0.125,0.125,0.25,0.92,-1.72,0.8275
" He quietly says to himself `` not Slytherin , not Slytherin ! '' After a brief mental discussion with the hat in which it tries to suggest Slytherin to him , the hat places Harry in Gryffindor . Harry is pleased to find that Ronald joins in Gryffindor with him .",0.383333333333333,3," 221 222 223",0.333333333333333,0,0,0,0.166666666666667,0.333333333333333,0,0.166666666666667,0.93923,-1.18385,0.94308
" Draco is placed in Slytherin .",0,1," 224",NA,NA,NA,NA,NA,NA,NA,NA,1.02,-1.525,1.015
" Everyone sits down to a grand feast to begin the year . Harry is overwhelmed by the variety of luscious food served .",0.575,2," 225 226",0.142857142857143,0.142857142857143,0,0,0.285714285714286,0.285714285714286,0,0.142857142857143,1.115,-0.835,0.69727
" Walden , the resident ghost of Gryffindor -LRB- popularly known as Nearly Headless Nick because of a botched decapitation -RRB- , introduces himself to the first-year students and tells them he hopes they will win the house championship this year .",-0.5,1," 227",0,0,0,1,0,0,0,0,0.92,-0.44333,1.01917
" Over dessert , the discussion turns to the students ' upbringings . A student named Neville tells how Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley thought he was a Squib until he survived a fall from a window .",0.575,2," 228 229",0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,1.055,-0.95,0.72083
" Another student , Seamus , talks about how his father , a Muggle , was shocked when he found out his wife -LRB- Seamus ' mother -RRB- was a witch .",-0.3,1," 230",0.1,0.1,0.1,0.1,0.2,0.1,0,0.3,1.001,-0.812,0.785
" Harry glances around the room and notices a few of the teachers talking to one another .",0,1," 231",0.5,0,0,0,0,0.5,0,0,1.225,-1.95833,0.66167
" One of them , while speaking to Quirinus , stares malevolently at Harry , who immediately feels a sharp pain in his forehead scar .",-2.25,1," 232",0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0,0.333333333333333,0,0,-0.16125,-0.30625,0.29
" Harry asks Percy the prefect who he is , and finds out that this man is Severus , who teaches Potions .",0,1," 233",0.5,0,0,0,0,0.5,0,0,1.22143,-1.275,0.84643
" After dessert , Albus gets up to make his welcome speech .",1.35,1," 234",NA,NA,NA,NA,NA,NA,NA,NA,1.454,-0.86,1.104
" He adds a few warnings about staying away from the Forbidden and avoiding the rd-floor corridor on the right side of the school before sending everyone off to bed in their Common rooms .",-0.7,1," 235",0,0,0,0.5,0,0,0,0.5,0.83273,-1.41364,0.95
" On the way , Godric-Gryffindor-Sword run into Peeves the Poltergeist and upon arriving , meet the The who lets them into Gryffindor after Percy gives her the password .",0,1," 236",NA,NA,NA,NA,NA,NA,NA,NA,1.0575,-0.80875,0.68062
" Harry has trouble sleeping due to dream he has .",-0.25,1," 237",0.5,0,0,0,0,0.5,0,0,0.71667,-0.93167,-0.00833
" In it , he is wearing Quirinus 's turban , which is demanding him to transfer to Slytherin .",-0.5,1," 238",NA,NA,NA,NA,NA,NA,NA,NA,0.39,-1.10167,0.42833
" He refuses , and the headwear becomes more heavier on his head .",-0.8,1," 239",NA,NA,NA,NA,NA,NA,NA,NA,0.2,-0.93333,0.41333
" Malfoy and Severus appear laughing at him , then the dream ends with a flash of green light that causes Harry to wake up at midnight and fall asleep again , forgetting about it immediately afterwards .",0.6,1," 240",0.142857142857143,0.142857142857143,0,0,0.285714285714286,0.285714285714286,0,0.142857142857143,0.77692,-0.90231,0.22462
" Harry finds life at Hogwarts unfamiliar and strange .",-1.1,1," 241",0.5,0,0,0,0,0.5,0,0,0.4975,-0.5525,0.3525
" Everyone talks about him , and an adult always seems to be around when he is doing something wrong .",-0.75,1," 242",NA,NA,NA,NA,NA,NA,NA,NA,0.57143,-1.17143,0.45286
" It is hard to find his way to classes due to the forty-two changing staircases and tricky doorways .",-0.25,1," 243",NA,NA,NA,NA,NA,NA,NA,NA,0.431,-1.098,0.281
" The people in the Hogwarts portraits have been no help to him , for they ignore some students and visit each other , nor have the ghosts , whom always scare Harry when they glide through a door he is trying to open .",-0.5,1," 244",0.25,0.25,0,0.125,0.125,0.125,0.125,0,0.61676,-0.90147,0.77382
" Only Nearly-Headless Nick points new Gryffindors in the right direction , but Peeves is worth two locked doors and a tricky staircase whenever Harry runs into him when late for class .",2.1,1," 245",0.333333333333333,0,0,0,0,0.666666666666667,0,0,0.68231,-0.86,0.51115
" Even worse than Peeves if anyhow possible is the school caretaker Argus , who both Harry and Ronald get on the bad side of on their very first morning , when he finds them trying to force their way through a door which turns out to be entance of the out-of-bounds third floor corridor . He threatens to lock them in the dungeons , but the two boys are luckily rescued by Quirrel , who is passing by .",-1,2," 246 247",0.25,0,0.0833333333333333,0.25,0,0.25,0,0.166666666666667,0.56569,-1.13621,0.31103
" All the classes become very interesting to Harry , with the only exception being History of Magic , and he learns that there is a lot more to magic other than waving his wand and saying a few funny words .",1.8,1," 248",0.666666666666667,0,0,0,0,0.333333333333333,0,0,1.25313,-0.62938,0.765
" In his first Transfiguration class on Thursday , Minerva transfigures Minerva 's desk into a pig and then back again while explaining how Transfiguration itself is some of the most complex and dangerous magic to be learned , and anyone who will get caught messing around with it will have to banned from the class .",-1.5,1," 249",0,0,0.5,0.5,0,0,0,0,0.369,-0.8755,0.4505
" the entire class is very impressed , but soon realise that they are not gon na be changing furniture into animals .",0.5,1," 250",NA,NA,NA,NA,NA,NA,NA,NA,1.06,-1.23667,0.57111
" Only Hermione is able to make any progress at turning a match into a needle , for which MacGonagall gives her a rare smile , but Harry is relieved to see that his peers are just as lost as he is .",1.75,1," 251",0.125,0.125,0,0,0.25,0.25,0.125,0.125,1.07618,-1.06676,0.83382
" When time comes to transition to Defence Against the Dark Arts class -LRB- the class everyone is looking forward to -RRB- every morning , the lesson turns into more of a joke , as Quirrel keeps going on with stories about his travels in the year prior , such as when he had ward off a vampire in Rom -LRB- whom he is afraid will come back and get him -RRB- , and when he had earned his turban from an African prince for saving him from a troublesome zombie .",0.8,1," 252",0.2,0.2,0.1,0.3,0,0.1,0,0.1,0.56386,-0.97857,0.378
" During breakfast the first Friday , Hedwig arrives with a tea invitation from Rubeus .",0.85,1," 253",0,1,0,0,0,0,0,0,1.948,-0.622,1.496
" Later , in his Potions class , Harry discovers that Professor Snape hates him , mocking Harry as `` our new celebrity '' and then humiliating Harry for his ignorance of potion-making materials .",-1.8,1," 254",0.230769230769231,0.0769230769230769,0.230769230769231,0,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,-0.10364,-0.15364,-0.16636
" Harry brings Ronald with him to Rubeus 's shack for tea . Harry and Ronald are disconcerted by Rubeus 's huge and fierce-looking dog , Fang , but discover that Rubeus is gentle . Rubeus tells Harry that Rubeus is overreacting to Severus 's treatment , asserting that Severus would have no reason to hate Rubeus .",-0.133333333333333,3," 255 256 257",0.294117647058824,0,0.176470588235294,0.176470588235294,0,0.294117647058824,0,0.0588235294117647,0.4865,-0.895,0.472
" Harry happens to notice an article from the wizard newspaper , the Daily Prophet , detailing a break-in that occurred at Gringotts bank in a vault that had been emptied earlier in the day . Rubeus realises that it happened on Rubeus 's birthday , the day Rubeus and Rubeus went to Gringotts .",0.9,2," 258 259",0.0833333333333333,0.333333333333333,0,0,0.0833333333333333,0.0833333333333333,0.25,0.166666666666667,0.81711,-1.40263,0.255
" Furthermore , Rubeus remembers that Rubeus emptied vault seven hundred and thirteen , taking a small package with Rubeus as Rubeus left . Harry leaves Rubeus 's , Rubeus 's mind filled with questions .",0,2," 260 261",0.5,0,0,0,0,0.5,0,0,0.45429,-1.15571,0.36857
" Harry has been at Hogwarts for around two weeks when he finds out that Godric-Gryffindor-Sword will have flying lessons with Slytherin-Salazar , much to his disliking .",-0.7,1," 262",0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0,0.87444,-1.41667,0.79889
" Harry does not want to spend more time with Malfoy than he has to .",0,1," 263",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0,0.787,-0.948,0.716
" However , Harry finds that he is quite a natural at flying .",0.7,1," 264",0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0,1.2775,-1.12,0.545
" Mary leads the class , gently sending the new fliers off the ground .",1.2,1," 265",0,0,0,0,0,0,0,1,0.6675,-0.95667,0.1125
" Neville has an accident when his broom runs amok and breaks his wrist .",-0.9,1," 266",0,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,-0.10583,-0.7975,-0.0775
" Mary takes him to the hospital , telling everyone to stay on the ground while she is away .",0,1," 267",0,0,0,0.25,0,0.25,0,0.5,0.18583,-1.1475,-0.065
" Malfoy notices a Remembrall belonging to Neville , picks it up , and begins to fly around with it .",0,1," 268",NA,NA,NA,NA,NA,NA,NA,NA,1.165,-1.455,0.498
" Harry goes after Malfoy , who throws the ball in the air .",0,1," 269",0.5,0,0,0,0,0.5,0,0,1.18,-0.9725,0.66
" Harry catches it spectacularly and lands safely back on ground . Just then , Minerva arrives , reprimanding Harry and ordering him to follow her . But instead of punishing him , Minerva introduces him to Oliver , captain of the Gryffindor team , and makes him the Gryffindor team 's new Seeker . At dinner , Harry excitedly tells Ronald about joining the Quidditch team but tells him that Oliver wants it to be a secret . Malfoy comes over with his cronies Vincent and Gregory and teases Harry about getting in trouble earlier . The tension grows and Malfoy challenges Harry to a wizard 's duel .",0.433333333333333,6," 270 271 272 273 274 275",0.347826086956522,0.0869565217391304,0,0.0869565217391304,0,0.260869565217391,0.0434782608695652,0.173913043478261,0.47864,-0.87652,0.38455
" Harry accepts , in spite of Hermione 's attempt to dissuade them from breaking the school rules . As Harry and Ronald sneak out later that night , Hermione tries to stop them but gets locked out of the dorm -LRB- the The has gone for an evening stroll -RRB- and must tag along . Neville also joins them , as he has forgotten the password to the common room and ended up sleeping on the floor outside .",-0.85,3," 276 277 278",0.333333333333333,0.0833333333333333,0,0.166666666666667,0,0.25,0.0833333333333333,0.0833333333333333,0.43786,-1.21589,0.32554
" They arrive at the Trophy Room , the site of the duel , but Malfoy is nowhere to be found .",0.85,1," 279",0.1,0.3,0,0.1,0.2,0,0.1,0.2,0.955,-0.985,0.89375
" Suddenly , they hear Argus and his cat , Mrs , enter the room . With it obvious that Malfoy tricked them , they begin to hide and then run away .",-0.375,2," 280 281",0,0,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.925,-0.91611,0.59278
" Not sure where they are going , they accidentally end up in the forbidden area on the third floor , staring at a large and scary three-headed dog . The children manage to get back to their dorm safely , though they are terrified .",-1.35,2," 282 283",0,0,0,0,0,0,0.5,0.5,0.22184,-0.85711,0.26789
" Hermione reprimands Harry , but stirs his curiosity by pointing out that the dog was standing on a trapdoor .",0.5,1," 284",0.25,0.25,0,0,0,0.25,0.25,0,0.31,-0.66625,0.52125
" The next morning , Harry and Ronald are discussing what the dog could be guarding when the mail arrives . Harry receives a Nimbus  , along with a note from Minerva summoning him to Quidditch practise .",0,2," 285 286",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0,1.24909,-1.02636,0.79909
" Malfoy tells Harry that first-year students are not allowed broomsticks . Malfoy then tries to report Harry to Professor Flitwick who just expresses admiration for Harry 's talent having heard from Minerva .",0.825,2," 287 288",0.285714285714286,0,0,0,0.142857142857143,0.285714285714286,0,0.285714285714286,0.94846,-0.98231,0.79846
" Harry later meets Oliver to learn the basics of Quidditch , including the various positions on a standard Quidditch team and the implements used in the game .",1.4,1," 289",0.333333333333333,0,0,0,0,0.333333333333333,0,0.333333333333333,0.78182,-1.165,0.81182
" Oliver explains Harry 's role as a Seeker : his job is to avoid other players and catch the Golden . A Quidditch game can not end until the Golden is caught , making the Seeker the most important player on a team .",0.675,2," 290 291",0.166666666666667,0,0,0.166666666666667,0,0.166666666666667,0.166666666666667,0.333333333333333,0.90929,-0.76619,0.62762
" On Hallowe'en , Filius begins teaching his students how to make things fly , using the Wingardium Leviosa spell .",0,1," 292",NA,NA,NA,NA,NA,NA,NA,NA,1.11813,-1.12688,0.8475
" Only Hermione succeeds ; Ronald , offended by her air of superiority , utters a nasty comment that Hermione overhears .",-0.5,1," 293",0.333333333333333,0,0.166666666666667,0.166666666666667,0,0.333333333333333,0,0,-0.09375,-0.3225,0.41
" Harry notices her running off in tears .",-0.8,1," 294",0.5,0,0,0,0,0.5,0,0,-0.46,-0.91,0.395
" Harry and Ronald arrive at the Hallowe'en feast to hear Quirinus , the teacher of Defence Against the Dark Arts , give a terrifying announcement about a twelve-foot troll in the building .",-2.05,1," 295",0.25,0.25,0,0.125,0,0.25,0,0.125,1.00455,-0.63455,0.43909
" As the prefects lead the students back to their dorms , Harry realises that Hermione does not know about the troll . They head off to warn her and come upon the troll . Unwittingly , they lock it in Durmstrang 's bathroom only to realise that Hermione is trapped in there with the troll . Using teamwork , magic , and a lot of luck , the two of them manage to knock out the troll . Minerva finds them and begins to scold the boys .",-0.71,5," 296 297 298 299 300",0.272727272727273,0.0909090909090909,0.0454545454545455,0.272727272727273,0.0454545454545455,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.38086,-0.9869,0.24914
" Hermione interjects that Harry and Ronald were looking for her . She then lies , saying that she went to face the troll herself and that Ronald and Harry had been trying to save her from it . At this point , Hermione befriends them .",-0.433333333333333,3," 301 302 303",0.375,0,0,0.125,0.125,0.25,0,0.125,0.67,-0.88429,0.68429
" As November begins , so does the Quidditch season , and Harry is about to play in his first match against Slytherin .",0,1," 304",0.5,0,0,0,0,0.5,0,0,1.50714,-1.43429,1.04643
" To prepare , Harry borrows a book entitled Quidditch Through the Ages from Hermione . Professor Snape discovers Ronald , Harry , and Hermione out with the book one evening and confiscates it from Harry on the feeble pretext that library books may not be taken outside of the school .",0.05,2," 305 306",0.25,0.125,0,0,0,0.375,0,0.25,0.72111,-1.21611,0.67944
" Harry 's suspicions of Severus continue to grow . Harry starts to notice that Severus is limping .",-0.05,2," 307 308",0.222222222222222,0.222222222222222,0,0,0.111111111111111,0.222222222222222,0,0.222222222222222,0.22286,-1.26286,0.31143
" Going off to retrieve the book from Severus , Harry overhears Severus talking to Argus about the fact that the three-headed dog has attacked him , leaving a cut on his leg , which makes Harry even more suspicious .",-2,1," 309",0.4,0.2,0,0,0,0.2,0,0.2,0.39,-0.73,0.338
" The next morning , the Quidditch match begins .",0,1," 310",NA,NA,NA,NA,NA,NA,NA,NA,1.26,-1.7,0.99833
" Harry spots the Golden early in the game , and is flying toward it when the Marcus pushes him out of the way and is penalised .",0.7,1," 311",0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0,1.1775,-1.08625,0.18875
" Later in the game , Harry 's broom begins jerking uncontrollably . Hagrid comments that only Dark magic could make a broomstick so hard to manage .",-0.6,2," 312 313",0.25,0,0,0,0,0.5,0,0.25,0.38045,-0.77591,0.51091
" Hermione notices that Severus is staring at Harry and muttering to himself , signs of casting a curse . As two of Harry 's teammates , the Weasley twins , try to rescue Harry in the air , Hermione rushes over to Severus in such a hurry that she knocks Quirinus over , sneaks behind Severus , and sets his robe on fire .",-0.7,2," 314 315",0.214285714285714,0.142857142857143,0.0714285714285714,0.142857142857143,0.0714285714285714,0.214285714285714,0.0714285714285714,0.0714285714285714,0.266,-0.7905,0.423
" Suddenly , the spell on Harry 's broom is broken and Harry is once again in control .",-0.75,1," 316",0.333333333333333,0,0,0.166666666666667,0,0.333333333333333,0.166666666666667,0,0.3175,-0.94167,0.475
" He starts speeding toward the ground and lands , catching the Golden in his mouth and nearly swallowing it .",0.6,1," 317",0,0,0,0,0,0,0.5,0.5,1.18812,-0.75938,0.6975
" Rubeus takes Harry back to his hut with Hermione and Ronald , who tells Harry that Severus was putting a curse on his broomstick . Rubeus does not believe this , asking why Severus would try to kill Harry .",-0.75,2," 318 319",0.272727272727273,0,0.0909090909090909,0.181818181818182,0,0.454545454545455,0,0,0.06857,-1.1325,0.56429
" Harry tells Rubeus about Severus getting injured by the dog in the third-floor corridor .",-0.75,1," 320",0.25,0,0,0.25,0,0.5,0,0,0.372,-0.522,0.178
" Rubeus involuntarily reveals that the three-headed dog , Fluffy , is his , and that what the dog is guarding is a secret known only to Albus and a man named Nicolas .",-0.6,1," 321",0,0,0,0,0,0,0,1,1.20417,-1.06875,0.54458
" Christmas is approaching .",0,1," 322",0,1,0,0,0,0,0,0,1.66667,-0.39667,0.89
" Malfoy teases Harry about having to stay at Hogwarts for the holiday , as he does not have parents .",0.8,1," 323",0.25,0.25,0,0,0.25,0.25,0,0,0.90714,-0.98143,0.73
" Harry , however , is looking forward to spending Christmas away from Marjorie-Petunia-Vernon-Dudley , especially because Ronald is also staying at Hogwarts , as Mr and Mrs are going to visit Ronald 's older brother Charles in Rom .",1.4,1," 324",0.25,0,0,0,0,0.5,0,0.25,1.397,-0.919,0.596
" The day before the holidays , Hermione tears Ronald and Harry away from a conversation with Hagrid to look in the library for more information about Nicolas . The librarian , Mary , catches Harry prowling around the restricted-books section of the library and kicks him out . On Christmas , Harry and Ronald awaken to presents , though Harry 's are fewer .",0.533333333333333,3," 325 326 327",0.5,0,0,0,0,0.5,0,0,0.94,-1.19706,0.82971
" Harry receives a flute from Rubeus , a  pence coin from Marjorie-Petunia-Vernon-Dudley , some fudge and Chocolate Frogs from Hermione , and a knitted jumper from Ronald 's mother .",0.6,1," 328",0.111111111111111,0.222222222222222,0,0,0.222222222222222,0.222222222222222,0,0.222222222222222,1.60556,-0.71222,0.95111
" He also receives an Invisibility cloak accompanied only by an anonymous note telling him that the cloak once belonged to Harry 's father and to `` use it well . ''",0.4,2," 329",0.333333333333333,0,0,0,0,0.333333333333333,0,0.333333333333333,0.83545,-1.13909,0.38091
" That night , after a satisfying Christmas dinner and after Ronald has fallen asleep , Harry tries on his Invisibility Cloak . Unseen , he is able to go to the library 's restricted-books section . But one of the books starts screaming when he opens it , so he quickly leaves .",0.4,3," 330 331 332",0.4,0,0.2,0.2,0,0.2,0,0,0.82405,-1.00286,0.4969
" He passes Argus and hides in an old classroom as Argus is getting Severus to help him search the corridors .",0,1," 333",NA,NA,NA,NA,NA,NA,NA,NA,0.43667,-1.09444,0.25444
" Inside stands an old mirror in a gold frame with the inscription `` Erised stra ehru oyt ube cafru oyt on wohsi '' -LRB- `` I show not your face , but your heart 's desire '' -RRB- .",1.1,1," 334",0,0,0,0,0,0,0,1,0.8895,-0.2955,0.6175
" Harry looks in the mirror and sees many people standing behind him , but when he turns around in the room , he sees no one .",0,1," 335",0.5,0,0,0,0,0.5,0,0,0.83333,-1.39778,0.72667
" Suddenly , he recognises that two of the people in the mirror are his dead mother and father . He tries to speak to them , but they can only communicate by waving . Harry lingers there a while but eventually returns to his room .",-0.266666666666667,3," 336 337 338",0.111111111111111,0.111111111111111,0,0,0.111111111111111,0.222222222222222,0.111111111111111,0.333333333333333,0.75067,-1.16767,0.406
" The next night , Harry brings Ronald with him to the mirror room .",0,1," 339",0.5,0,0,0,0,0.5,0,0,0.965,-1.075,0.4675
" Ronald does not see Harry 's parents in the mirror , but instead sees himself holding the Quidditch .",0,1," 340",0.5,0,0,0,0,0.5,0,0,1.105,-0.83,0.75333
" Mrs , Argus 's prowling cat , notices them .",0,1," 341",NA,NA,NA,NA,NA,NA,NA,NA,0.42667,-0.93333,0.21
" On the third night , Ronald is afraid of being caught and does not want to go back , as he does not trust the mirror , so Harry returns alone .",-0.85,1," 342",0.25,0,0,0.25,0,0.25,0,0.25,0.518,-1.106,0.42067
" There he finds Albus .",0,1," 343",NA,NA,NA,NA,NA,NA,NA,NA,1.45,-1.48,1.24
" Albus explains to Harry that the mirror , which is known as the Mirror of Erised , displays the deepest desires of whoever looks into it .",0,1," 344",0.5,0,0,0,0,0.5,0,0,1.175,-0.8075,0.86625
" Harry is relieved to find that Albus is not angry . However , he warns Harry that men have wasted away and been driven mad before the mirror and informs Harry that the mirror will be moved to a new location and tells him not to go looking for it .",-0.15,2," 345 346",0.416666666666667,0,0.25,0.0833333333333333,0,0.25,0,0,0.48261,-0.81239,0.56413
" When Harry asks what Albus sees in the mirror , his answer is `` himself holding a pair of socks . ''",0,2," 347",0.5,0,0,0,0,0.5,0,0,0.85375,-1.1675,0.84125
" Harry finds it hard to forget the image of his parents . Quidditch practise continues on even harder and it is revealed that Severus will referee the next match .",-0.375,2," 348 349",0.25,0.25,0,0,0,0.25,0,0.25,0.51625,-1.34875,0.48792
" Malfoy performs a leg-locker curse on Neville , and to cheer him up , Harry tells Neville he is `` Worth twelve of Malfoy . ''",0.375,2," 350",0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.54167,-0.60167,0.60667
" Harry suddenly remembers that he read the name Nicolas on a chocolate frog card , which reminds Hermione that she had seen the name in a book she picked up from the library , and the team discover that he was a famous alchemist who is the only known maker of the Philosopher 's Stone , whose powers include turning any metal to gold and producing the Elixir of Life , a potion that can make the drinker immortal.The Gryffindor versus Hufflepuff match arrives and Severus , who referees the match , is predictably biassed , while on the stands Ronald and Neville get into a scuffle with Malfoy , Vincent , and Gregory after Malfoy made some rude comments towards the players of their house 's team as well as both of them . Harry catches the snitch and wins the match under five minutes , though Ronald did not see this due to fighting Draco , and Neville is sent to the hospital wing due to the injuries he sustained from fighting both Vincent and Gregory . Later , Harry notices and follows Severus into the Forbidden by broomstick where he meets Quirinus and they speak of the Philosopher 's Stone . Harry thinks that Severus is trying to force Quirinus to help him get the stone so he can get rich , to the alarm of both Ronald and Hermione who fear Qurriell will talk . Harry , Ronald and Hermione meet with Rubeus , who confirms the Stone is being kept at Hogwarts . Hermione charms him into talking about the enchantments used to guard it : Fluffy , the three headed dog , is Rubeus 's , along with enchantments from Professors Sprout , Filius , Minerva , Quirinus , and Severus .",0.0166666666666667,6," 351 352 353 354 355 356",0.382352941176471,0.0294117647058824,0,0.147058823529412,0.0294117647058824,0.176470588235294,0.0588235294117647,0.176470588235294,0.70695,-0.95929,0.72467
" After this , Harry complains about the high temperature in Rubeus 's hut , only to discover he has a Norwegian Ridgeback dragon egg , which he names Norberta once it has hatched .",-0.5,1," 357",0.25,0,0,0.25,0,0.5,0,0,0.63273,-0.77636,0.50636
" Malfoy , who has been spying then , discovers the dragon . To solve the problem , they convince Rubeus to send the dragon off to Ronald 's brother Charles .",0.475,2," 358 359",0,0.142857142857143,0,0.428571428571429,0,0.142857142857143,0,0.285714285714286,0.89909,-0.47727,0.60364
