"paragraph","nrc_sentiment","no_of_interactions","sentence_id","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","Valence","Arousal","Dominance"
" Following Care of Magical Creatures , the group returns to the castle and sees a crowd of students looking at a sign posted to the wall .",1.75,1," 134",0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0.87929,-1.08464,0.53464
" The sign reveals that in about a week , on  October , lessons will end early due to the delegations from the two other schools , the Beauxbatons Academy of Magic and the Durmstrang , arriving that evening . The lesson cut off , for Gryffindors was Potions , and the Trio felt lucky , especially when Severus hinted of a poisoning , to find out if their antidotes work or not .",0.65,2," 135 136",0,0.2,0.2,0,0.2,0,0.2,0.2,0.62731,-0.925,0.57192
" Over the next week , Hogwarts undergoes a major refit : the castle is redecorated and the nervous staff members prepare for the delegates to arrive .",-0.25,1," 137",0,0.75,0,0.25,0,0,0,0,0.35091,-0.84091,0.88
" On  October , Harry again hears Fred and George talking : this time , he hears that they are talking about sending a letter to a certain person .",0.8,1," 138",0.25,0.5,0,0,0,0.25,0,0,1.2375,-1.5975,1.1455
" The trio talk with the twins about the Triwizard , and Hermione brings up house-elves .",0.4,1," 139",NA,NA,NA,NA,NA,NA,NA,NA,0.9525,-1.25,0.2375
" Fred and George suggest she should visit the Hogwarts Kitchen just to see for herself how happy they are , despite Hermione 's insistence that they are being brainwashed .",1.15,1," 140",0,0.25,0,0,0.25,0,0,0.5,0.967,-0.706,0.471
" The owls then arrive , including Hedwig . Sirius mentions that he has seen through Harry 's ruse and asks Harry not to worry about him , but rather to watch out for himself and keep him posted on the recent events at Hogwarts .",-0.475,2," 141 142",0.125,0.375,0,0.25,0,0.25,0,0,0.53036,-1.15036,0.49929
" Sirius also asks that Harry use a different owl next time when sending him a message , as Hedwig , a snowy owl , would attract too much attention .",1.05,1," 143",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0,1.10958,-1.1275,0.7375
" That night , each of the houses are assembled in a line in the Great while waiting for the delegates to arrive .",0.75,1," 144",0,1,0,0,0,0,0,0,0.95778,-1.20111,0.93556
" The first comes by flying carriage , the second shortly afterwards via submerged ship , with their respective heads : Olympe -LRB- Headmistress of Beauxbatons -RRB- , a woman as big as Rubeus , and Igor -LRB- Headmaster of Drumstrang -RRB- .",0.35,1," 145",0,0.666666666666667,0,0.333333333333333,0,0,0,0,0.8625,-1.06417,0.73667
" Viktor is revealed to be among the Durmstrang students , which makes Ronald , a little excited . The students sit down at their tables -LRB- with the Beauxbatons students at the Ravenclaw table and Durmstrang at Slytherin -RRB- , and the Welcoming begins . Rubeus , Ludovic , and Bartemius all arrive late .",0.166666666666667,3," 146 147 148",0,0.333333333333333,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.88536,-1.12107,0.985
" After the feast , Albus announces that Bartemius and Ludovic , who helped organise the tournament , will also serve as judges alongside headmaster to evaluate the Champions ' performances .",0.8,1," 149",0,0,0,0,0,0,0,1,0.704,-0.879,0.948
" Albus then announces that the three champions will be chosen by the Goblet of Floo , an enchanted artefact .",1.6,1," 150",0,0,0,0,0.5,0,0,0.5,0.96333,-1.38333,0.95833
" Students must drop their names into the Goblet , and the Goblet chooses the most worthy entrants to compete in three dangerous tasks .",0.65,1," 151",0,0,0,0.5,0,0,0,0.5,0.343,-0.715,0.555
" Dumbledore finishes by stating the champions will be selected the following night during Hallowe'en .",0,1," 152",NA,NA,NA,NA,NA,NA,NA,NA,1.07125,-1.30625,0.69625
" On the way out , the Durmstrang headmaster Igor gives Harry a look of displeasure before Moody forces him to move along .",-1.25,1," 153",0.4,0,0.2,0,0,0.4,0,0,0.06688,-0.805,0.05625
" The Goblet is placed in the Great and an Age is drawn around the Goblet to prevent underage students from submitting their names .",0.25,1," 154",0,0,0,1,0,0,0,0,0.61273,-1.27136,0.56955
" The next day , predictably , Fred and George attempt to cross the line through the use of an Ageing Potion , but they are repelled by the line .",-0.25,1," 155",0.25,0.25,0,0.25,0,0.25,0,0,0.33611,-1.15444,0.075
" The pair has to be sent to the Hospital Wing to have their long grey beards removed , much to everyone 's amusement , including Albus 's .",1.1,1," 156",0,0.2,0,0.2,0.2,0.2,0,0.2,0.69818,-1.18409,0.70182
" That afternoon , Harry , Ronald , and Hermione visit Rubeus at his cabin and find that he has gotten dressed up for Olympe .",0.4,1," 157",0.5,0,0,0,0,0.5,0,0,1.28,-1.20571,0.90286
" He refuses Hermione 's offer to join S.P.E.W. , pointing out that the house-elves enjoy their work .",0.55,1," 158",0,0.333333333333333,0,0,0.333333333333333,0,0,0.333333333333333,0.515,-0.84833,0.75833
" That night , during the Hallowe'en feast , the champions are announced : Viktor , the Seeker for the Bulgarian  team , representing Durmstrang ; Fleur , a beautiful girl Harry and Ronald met the night before , representing Beauxbatons ; and Cedric of Hufflepuff representing Hogwarts .",0.75,1," 159",0.2,0.2,0,0,0.2,0.2,0,0.2,1.38143,-0.80143,0.82714
" Unexpectedly , a fourth name is thrown from the Goblet of Floo : Harry , much to the dismay of some . Since Harry neither submitted his name nor asked an older student to do so , the assembly is dumbfounded .",-0.55,2," 160 161",0.25,0.0833333333333333,0,0.0833333333333333,0,0.333333333333333,0.166666666666667,0.0833333333333333,0.39909,-1.40273,0.45727
" Harry himself is feeling very confused as he heads into the room where the champions are waiting .",-0.25,1," 162",0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.99571,-1.14143,0.52571
" Although protests issue from the heads of the other schools , it is decided that the Goblet of Floo has spoken and that changes must be made accordingly .",-0.25,1," 163",NA,NA,NA,NA,NA,NA,NA,NA,0.54538,-1.09846,0.67846
" While many think Harry has somehow circumvented Albus 's age-restricting barrier , Moody suggests that perhaps someone entered Harry 's name under a fourth school to ensure he would be included in the competition , hoping he might not survive the perilous tasks .",0.8,1," 164",0.3,0.2,0,0.1,0,0.3,0,0.1,0.71722,-0.88167,0.63889
" Crouch reveals that the Triwizard is on  November and the champions have until then to figure out what it is and to prepare for it . The champions are forbidden to receive any help from anyone else . They are told that they will learn the details of the Second Task after completing the Triwizard . They will also be exempt from the end of year exams due to the tournament .",0.05,4," 165 166 167 168",0,0.5,0,0.25,0.25,0,0,0,0.755,-1.08345,0.71759
" The group disbands and Cedric talks with Harry briefly as they are heading back to their respective dormitories , Harry tries to tell him that he did not put his name nor ask for it , but his efforts are wasted .",-0.75,1," 169",0.5,0,0.25,0,0,0.25,0,0,0.41059,-1.31853,0.62971
" At the Gryffindor , most of the other Gryffindor students throw a party to celebrate , despite Harry 's displeasure .",0,1," 170",0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0,0.81833,-0.02167,0.83833
" Afterwards he returns to his dormitory , where Ronald refuses to believe Harry 's story about not entering the tournament .",-0.8,1," 171",0.5,0,0,0,0,0.5,0,0,0.86857,-1.09429,0.56286
" Hermione explains to Harry the next morning that his entry into the competition strained his relationship with Ronald , who feels once again left in the shadow of his friend .",-0.2,1," 172",0.333333333333333,0.166666666666667,0,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0.645,-0.619,0.568
" Harry reluctantly accepts Hermione 's advice to send a letter to Sirius to update him on what happened . He send a letter with a school barn owl , much to Hedwig 's chagrin . Ronald is not alone in shunning Harry ; a great many of the students from all three schools assume he somehow cheated his way into the tournament .",-0.35,3," 173 174 175",0.2,0.2,0.1,0,0,0.3,0,0.2,0.51727,-1.275,0.58273
" This makes Harry 's life miserable , even though his fellow Gryffindors -LRB- excluding Ronald -RRB- are proud that Harry will be in the tournament . The stress makes it difficult for Harry to concentrate on his lessons over the next week . In Potions , the Slytherin students wear insulting badges that cause an angry Harry to attempt to curse Malfoy .",-1.38333333333333,3," 176 177 178",0.259259259259259,0.0740740740740741,0.148148148148148,0.111111111111111,0.037037037037037,0.259259259259259,0,0.111111111111111,0.0622,-0.752,0.4678
" Gregory and Hermione end up cursed instead , and both head to the hospital wing .",-0.5,1," 179",0.166666666666667,0,0,0.333333333333333,0,0.333333333333333,0,0.166666666666667,-0.418,-0.378,0.128
" Though Harry and Ronald reconnect when Severus takes  points away from Gryffindor and gives them detention , Ronald refuses to reconcile with Harry . During a Potions lesson with Severus , Colin arrives to pick up Harry , as Mr requires him for a photo session .",0.05,2," 180 181",0.285714285714286,0.142857142857143,0,0,0,0.428571428571429,0,0.142857142857143,0.55538,-0.79846,0.60385
" Rita interviews Harry in a closet for a piece she is writing on the Triwizard , before the much important Wand weighing ceremony begins .",1.35,1," 182",0.2,0,0,0,0.2,0.2,0.2,0.2,0.6995,-0.9685,0.764
" Harry tells her he does n't know how he entered the tournament , but she manages to twist his words before Albus interrupts , stating the ceremony is about to begin .",0,1," 183",0.4,0,0,0,0.2,0.2,0.2,0,0.60654,-1.24808,0.65846
" Here Harry sees the Wand again .",0,1," 184",0.5,0,0,0,0,0.5,0,0,0.845,-1.05,0.75
" After examining the other champion 's wands , he examines Harry 's and deems it in perfect condition .",1.25,1," 185",0.125,0.25,0,0,0.25,0.125,0,0.25,0.70375,-0.96625,0.96125
" After the champions and judges go through a long photoshoot , Harry goes to dinner and then returns to Gryffindor . Ronald tells Harry that he has an owl and that their detention starts later . Going to where the school barn owl is with Sirius 's letter , Harry reads that Sirius thinks it is too risky to communicate by letter and that he will contact Harry on  November at : a.m. Harry must be alone at the fireplace in the Gryffindor common room at that time .",0,4," 186 187 188",0.25,0.25,0,0.0625,0,0.3125,0,0.125,0.76422,-1.08438,0.47094
" Harry 's impending talk with Sirius helps him through his embarrassment about Rita 's news article , which told a highly inaccurate version of his life story .",-0.65,1," 189",0.142857142857143,0.142857142857143,0,0.285714285714286,0,0.285714285714286,0.142857142857143,0,0.482,-0.842,0.176
" This further deepens the rift with Ronald , who thinks Harry is trying to get attention .",-0.25,1," 190",0.5,0,0,0,0,0.5,0,0,0.85167,-1.08833,0.88667
" Ravenclaw is the only person outside of Gryffindor who wishes Harry good luck with the first task that is coming up on that Tuesday .",2.05,1," 191",0.1,0.3,0,0,0.2,0.1,0.2,0.1,1.58222,-1.16889,1.05222
" Harry finds himself infatuated with her .",0.6,1," 192",0.5,0,0,0,0,0.5,0,0,1.225,-0.24,0.52
" On the Saturday prior to the first task , the students visit Hogsmeade village .",0.15,1," 193",NA,NA,NA,NA,NA,NA,NA,NA,1.10333,-1.12,0.86333
" Harry goes with Hermione under his Invisibility Cloak so he can relax and avoid dealing with anymore criticism . While he is at the Three Broomsticks Inn drinking Butterbeer , Moody sees Harry under his cloak and Rubeus asks Harry to meet him at midnight , one hour before his meeting with Sirius . The Gamekeeper sneaks Harry into a meeting with Maxime ; she does not know Harry is there . Hagrid leads Maxime and Harry to a spot in the woods where dragons are being kept for the first task . Charles and other dragon keepers are working to get the dragons ready for the Triwizard and keep them under control .",-0.29,5," 194 195 196 197 198",0.4,0.0666666666666667,0,0.133333333333333,0,0.4,0,0,0.7236,-1.06174,0.57693
" Charles talks with Hagrid and identifies the species of each of the four dragon breeds .",0,1," 199",0,0,0,1,0,0,0,0,0.92,-0.9775,0.58333
" He reveals that one is for each champion and that each must get past their assigned beast , though he and the other keepers are also there to keep things under control .",0,1," 200",0.2,0.2,0,0.2,0.2,0,0,0.2,0.63667,-1.013,0.46533
" Harry leaves for the castle , bumping into Igor but managing to keep hidden .",-0.25,1," 201",0.5,0,0,0,0,0.5,0,0,0.34667,-0.93,0.59833
" He realises that if Karkaroff followed Rubeus and Maxine , it was likely that Cedric will be the only champion not aware of what he would be facing .",0.5,1," 202",0,0.333333333333333,0,0,0.333333333333333,0,0,0.333333333333333,1.204,-1.079,0.889
" Just as Harry returns to his common room , Sirius contacts Harry via the Floo . Harry starts by filling him in on what has happened . Sirius then speaks and warns him that Igor was once a Death ; he was released only after identifying other Death , and could have put Harry 's name in the Goblet of Floo .",-0.25,3," 203 204 205",0.333333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0,0.333333333333333,0.0833333333333333,0,0.3925,-1.119,0.5595
" Sirius then mentions Rita 's article from last month regarding the attack on Moody ; he suspects it was no accident and that someone may have tried to keep Moody from going to Hogwarts .",-2.5,1," 206",0.285714285714286,0,0,0.285714285714286,0,0.285714285714286,0.142857142857143,0,-0.03437,-0.90688,0.065
" Sirius also brings up the Death disturbance at the  , as well as Bertha .",-0.7,1," 207",0.2,0.1,0.1,0.2,0,0.2,0.2,0,-1.58333,0.00333,-0.85333
" Jorkins , he says , disappeared in Albania , where Tom was last reported to be . Sirius reveals he knew Jorkins personally while they were in school and mentions that she was n't very bright and could have easily fallen into a trap .",-0.55,2," 208 209",0,0,0,0,0,0,0,1,0.5925,-1.18313,0.54812
" She also would have known about the Triwizard beforehand .",0,1," 210",NA,NA,NA,NA,NA,NA,NA,NA,1.19667,-1.47667,0.81333
" Sirius finishes by stating that Karkaroff betrayed the Death long ago and might not be the guilty party , especially since whoever put Harry 's name in the Goblet had a reason for doing so .",-1.9,1," 211",0.272727272727273,0.181818181818182,0.0909090909090909,0.0909090909090909,0,0.272727272727273,0.0909090909090909,0,0.10417,-0.87167,0.37917
" Before he can give Harry any advice on getting past his dragon , he is interrupted by Ronald and disappears from the fire .",-1.6,1," 212",0.166666666666667,0,0,0.333333333333333,0,0.333333333333333,0,0.166666666666667,0.4595,-0.729,0.25
" Ronald demands to know who he was talking to but Harry tells him it 's none of his business and goes to bed .",-0.4,1," 213",0.5,0,0,0,0,0.5,0,0,1.01667,-1.13778,0.63444
" After Harry tells Hermione everything he learned recently , they try to research ways to get past a dragon in the library without success .",1.35,1," 214",0.2,0.2,0,0.2,0.2,0.2,0,0,1.185,-0.749,0.86
" On Monday , realising the other schools ' champions know about the dragons , Harry tips off Cedric to make sure the contest is fair .",0.75,1," 215",0.5,0,0,0,0,0.5,0,0,1.39273,-1.07545,0.83091
" Moody then appears and gives Harry some general advice on how to beat his Dragon : play to his strengths and use a simple spell to get what he needs .",-0.35,1," 216",0.285714285714286,0,0,0.142857142857143,0,0.285714285714286,0,0.285714285714286,0.94286,-0.85429,0.69071
" With Hermione 's help , Harry manages to master the Summoning Charm after working on it until  a.m. On Tuesday , the day of the task , Mr reveals that their task is to get the Golden egg each dragon is guarding .",0.675,2," 217",0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0,1.14294,-0.98529,0.72176
" The model dragons each champion would draw out of a small bag would determine the order they 'll be going in and which dragon they 'll face .",0.9,1," 218",0,0.25,0,0.25,0.25,0,0,0.25,1.18286,-0.83071,0.82786
" Harry finds himself slated to go last .",0,1," 219",0.5,0,0,0,0,0.5,0,0,1.0525,-1.275,0.975
" He gets the most violent of the four dragons , the Hungarian Horntail , though he declines Mr 's offer for advice .",-1.25,1," 220",0.2,0,0.2,0.2,0,0,0.2,0.2,-0.01,-0.86286,0.01429
" Once his turn comes up , Harry manages to summon his Firebolt and fly .",-0.25,1," 221",0.5,0,0,0,0,0.5,0,0,0.488,-0.972,0.804
" He uses the flying strategies he learned as a Quidditch player to lure the dragon off Golden long enough for him to zoom in and snatch the golden egg , despite taking a minor shoulder injury during the task . Ronald , realising the true danger of the Tournament , tries to apologise to Harry , who forgives him , with most of Hogwarts -LRB- excluding Slytherin -RRB- backing him as well . After seeing his score , Harry learns from Charles that he is currently tied with Viktor for first place and that Mr needs to see him . Mr reveals to the champions that the Second Task will take place on  February at : am and that their Golden contain a clue as to what it will be . On his way back to the castle with Ronald , Rita shows up for an interview , but Harry brushes her off . After Ronald is brought up to speed on what Harry has learned , he allows Harry to borrow Pigwidgeon to send Sirius a new letter updating him on the completion of the first task . Gryffindor celebrates Harry 's success that night , but when Harry opens up his golden egg during the party , a horrible screech comes out . Meanwhile , Hermione learns from Fred how to get into the kitchen where the house-elves are . In December , Rita arrives at Rubeus 's during a Care of Magical Creatures lesson with the fourth years to try to get an interview with Rubeus . Rubeus is surprised to see her there , as Albus had banned her from Hogwarts . That night , Hermione does not show up to dinner . She surprises Harry and Ronald as they are about to enter Gryffindor and takes them to the kitchens . There they see a lot of domestic elves , and Harry is reunited with Dobby and learns that Winky is there too .",0.238461538461538,13," 222 223 224 225 226 227 228 229 230 231 232 233 234 235",0.191489361702128,0.170212765957447,0.0212765957446809,0.127659574468085,0.106382978723404,0.212765957446809,0.0851063829787234,0.0851063829787234,0.98273,-0.73255,0.83245
" Dobby reveals that it is difficult for a free house-elf to find actual work . After he spent two years failing to find work and found Winky , Dobby came to Hogwarts and had been there for a week so far ; Albus even agreed to pay Dobby a small wage .",0.45,2," 236 237",0.142857142857143,0.142857142857143,0.0714285714285714,0.214285714285714,0.142857142857143,0.0714285714285714,0,0.214285714285714,0.80304,-1.16174,0.62174
" Winky is very sad and ashamed about being fired by her old master . Hermione tries to cheer her up , with no luck , though Winky does become slightly happier when she learns that Mr has been at Hogwarts .",0,2," 238 239",0,0.222222222222222,0.111111111111111,0,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.35333,-0.75467,0.43667
" After a Transfiguration class , Minerva tells her students about the Yule , a formal event that is scheduled for  December and is open to fourth years and above -LRB- though a younger student can still attend if invited by an older student as their date -RRB- .",0.25,1," 240",0,0,0,0,0,1,0,0,0.89375,-0.95781,0.97719
" They gather in a spare classroom to practise for the ball and Ronald is forced to practise dancing with Minerva .",-0.5,1," 241",0,0.5,0,0.5,0,0,0,0,0.67583,-1.01667,0.44333
" She tells Harry privately that he and his dance partner will start off the event alongside the other champions and their dates as a traditional part of the Triwizard . Over the next few weeks , both Ronald and Harry unsuccessfully attempt to find dates as they get through the final classes of the term .",0.5,2," 242 243",0.25,0.25,0,0,0.125,0.25,0,0.125,1.03974,-0.94263,0.52711
" Fred and George are also acting suspiciously again ; they want to borrow Pigwidgeon to deliver a letter to someone , but Pigwidgeon is not back yet -LRB- from delivering Sirius ' letter -RRB- .",-0.6,1," 244",0,1,0,0,0,0,0,0,0.676,-1.071,0.875
" Harry later works up Pigwidgeon 's courage and asks Cho to go to the dance with Pigwidgeon , but learns that she had already agreed to go with Cedric .",2.1,1," 245",0.2,0,0,0,0.2,0.2,0,0.4,1.49556,-0.56111,1.25333
" This information sours Harry 's relationship with Cedric .",0.4,1," 246",0.5,0,0,0,0,0.5,0,0,1.03667,-0.91667,0.18667
" After Harry returns to the Gryffindor common room , he sees Ginevra comforting Ronald and learns that Ronald foolishly tried to ask Fleur out .",-0.5,1," 247",0.5,0,0,0,0,0.5,0,0,1.20875,-1.47625,1.15
" Ronald then tactlessly asks Hermione out , but she is going with someone else .",0,1," 248",NA,NA,NA,NA,NA,NA,NA,NA,1.15,-1.07667,0.70667
" Harry ca n't ask Ginevra out either , since she is going with Neville .",0,1," 249",0.5,0,0,0,0,0.5,0,0,0.95375,-1.29,0.6625
" Finally , Harry manages to secure dates for both himself and Ronald . As the holidays begin , Hermione refuses to tell Ronald who Hermione 's date for the Yule is , stating he 'll make fun of Hermione 's .",0.425,2," 250 251",0.111111111111111,0.222222222222222,0.111111111111111,0,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,1.23375,-0.95625,0.75333
" Hermione also reveals that after Malfoy put the curse on Hermione 's that made Hermione already large front teeth grow to a huge size , Hermione let Mary shrink them to a more normal size when Hermione healed Hermione . Draco tries to taunt Hermione , saying no one in their right mind would take Hermione to the ball , but the mere mention of Mad-Eye Moody is enough to drive him back .",-0.325,2," 252 253",0.222222222222222,0.0555555555555556,0.111111111111111,0.222222222222222,0.0555555555555556,0.277777777777778,0,0.0555555555555556,0.53931,-1.16828,0.46828
" Pigwidgeon returns with Sirius ' reply .",0,1," 254",NA,NA,NA,NA,NA,NA,NA,NA,1.05,-1.635,1.25
" Sirius congratulates Harry for completing the first task and reminds him to stay on guard . On Christmas , Dobby wakes Harry up and gives Harry his present : a pair of mismatched socks he made himself from wool he purchased with his wages .",0.475,2," 255 256",0.153846153846154,0.153846153846154,0,0.0769230769230769,0.230769230769231,0.153846153846154,0.0769230769230769,0.153846153846154,1.30563,-1.00687,1.12
" Harry then opens the presents he got from his other friends for Christmas , which include a hand-knit sweater with the image of a dragon from Mrs and a magical penknife from Sirius .",1.35,1," 257",0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1.60227,-0.69682,0.95227
" After spending the day relaxing , Harry and his dorm mates get ready for the ball , then head to the Great , where the event is to take place . At the start of the ball , it is revealed that Hermione is going with none other than Viktor .",0.525,2," 258 259",0.25,0.5,0,0,0,0.25,0,0,1.1205,-0.891,0.722
" When the champions reach the judges table , Bartemius is nowhere to be seen .",0,1," 260",NA,NA,NA,NA,NA,NA,NA,NA,0.87429,-1.23571,0.46
" Percy , who was promoted to Bartemius 's assistant , says Bartemius is ill .",0.3,1," 261",0.25,0,0.25,0.25,0,0.25,0,0,1.146,-0.842,1.066
" After the entire room has their meal , the Weird Sisters start their performance for the dance .",0.75,1," 262",0,0.25,0.25,0,0.25,0,0,0.25,1.23889,-0.71556,0.82111
" Neither Harry nor Ronald have any interest in dancing -LRB- though Harry does participate in the opening dance -RRB- and their dates , the Patil sisters , soon abandon them , Ronald also gets into an embarrassing argument with Hermione ; he claims that Viktor is the enemy and that going to the ball with him is treason .",-3.2,1," 263",0.285714285714286,0,0.142857142857143,0.214285714285714,0.0714285714285714,0.142857142857143,0.0714285714285714,0.0714285714285714,0.28889,-0.64278,0.23889
" Percy sees Fred and George bothering Ludovic and tries to intervene , and Mr comes over to have a chat with Harry .",-0.75,1," 264",0.5,0,0,0,0,0.5,0,0,0.54429,-1.00857,0.69429
" Harry and Ronald then decide to go for a walk on the grounds to get away from the ruckus .",0,1," 265",0.5,0,0,0,0,0.5,0,0,0.962,-0.772,0.64
" They encounter Igor having a worried discussion with Severus , and Rubeus and Maxime enjoying a tender moment . The moment is ruined when Rubeus insinuates Maxime is a Half-giant , like him .",0.325,2," 266 267",0.0909090909090909,0.0909090909090909,0.0909090909090909,0.181818181818182,0.181818181818182,0.181818181818182,0,0.181818181818182,0.61692,-0.6,0.73538
" Ronald naturally has to inform Harry about how serious this information is , given the nasty reputation giants have in the wizarding world .",-0.6,1," 268",0.285714285714286,0,0.142857142857143,0.142857142857143,0,0.285714285714286,0,0.142857142857143,0.77,-0.92636,0.58909
" Shortly after the ball , Cedric gives Harry a hint about the egg : take a bath with it .",0.4,1," 269",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0,1.28167,-1.025,0.74167
" He gives Harry the password to enter Prefect 's bathroom and thanks him for warning him about the dragons .",0.1,1," 270",0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0,1.20375,-0.66,0.99375
" Ronald and Hermione decide to put last night 's argument behind them .",-0.8,1," 271",1,0,0,0,0,0,0,0,0.468,-1.184,0.884
" Hermione is n't too surprised when she learns that Rubeus is a half-giant , as she suspected this all along .",-0.6,1," 272",0,0,0,0.5,0,0,0.5,0,0.634,-0.564,0.188
" Meanwhile , Harry is reluctant to take Cedric 's advice due to Cedric 's jealousy about Cho .",-1.25,1," 273",0.25,0,0.125,0.25,0,0.25,0,0.125,-0.32333,-0.92833,-0.17833
" A substitute teacher , Professor Grubbly-Plank , teaches the first Care of Magical Creatures of the year .",2.4,1," 274",0,0.2,0,0,0.2,0,0.2,0.4,1.67444,-1.07111,0.58778
" Draco shows Harry that Rita had published a nasty story about Rubeus and his giant heritage -LRB- which also used a quote from Draco -RRB- ; this has apparently driven Rubeus into hiding . This raises some questions between the trio , as nobody else heard Rubeus talking privately with Mary that night and Rita is supposed to be banned from Hogwarts . Several weeks pass and during another Hogsmeade visit , while hoping to find Rubeus at the Three Broomsticks Inn , the trio instead finds Ludovic meeting with some goblins .",-0.333333333333333,3," 275 276 277",0.181818181818182,0.0909090909090909,0.0909090909090909,0.272727272727273,0,0.181818181818182,0.0909090909090909,0.0909090909090909,0.79606,-1.11985,0.49227
" During a private conversation with Mr , Harry learns that Bartemius has stopped coming to work and is sending Percy instructions by owl .",-0.15,1," 278",0.2,0.4,0,0,0,0.2,0,0.2,0.83364,-1.39273,0.68727
" Also , after a search , they still have n't found Bertha .",0.6,1," 279",0,0,0,0,0.5,0,0,0.5,0.95667,-1.37,0.65333
" Bagman then again offers his help for the tournament , which Harry immediately declines .",-0.6,1," 280",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0,0.35,-1.366,0.016
" Fred and George 's sudden appearance forces Mr to leave .",-0.25,1," 281",0,0,0,0,0,0.333333333333333,0.666666666666667,0,0.23167,-0.37,0.40667
" Hermione then questions why Mr is trying to help Harry cheat , along with why he was meeting with goblins . Rita , who also encountered Ludovic and the goblins , then shows up to investigate .",-0.25,2," 282 283",0.5,0,0.25,0,0,0.25,0,0,0.29333,-0.85833,0.35083
" Harry and Hermione start an argument with her about her article on Rubeus . The trio go to Rubeus 's cabin and , along with Albus , try to persuade Rubeus to return . They point out that not everyone has abandoned Rubeus , and that everyone has secrets in their pasts . After Albus leaves , Rubeus remembers Rubeus 's late father telling Rubeus never to be ashamed of what Rubeus is and gets over Rubeus 's depression . Rubeus gives Rubeus 's support to Harry in the Tournament , believing that if Harry wins , Rubeus could show everyone they do not have to be ashamed of what they are . This is enough to convince Harry to put aside Rubeus 's pride and take Cedric 's advice .",-0.291666666666667,6," 284 285 286 287 288 289",0.2,0.08,0.08,0.04,0.04,0.32,0,0.24,0.50286,-0.92214,0.53571
" Harry sneaks into the Prefect 's bathroom at night so he could have all the time he will need to figure out the clue , taking only the golden egg , his Invisibility Cloak , and the Marauder 's Map with him . Harry initially has trouble figuring out how to open the egg properly , but with a little help from Moaning Myrtle , who had been spying on him , Harry opens the egg under water .",0.225,2," 290 291",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0,0.6425,-1.0575,0.54667
" This time , Harry hears voices singing and can understand them when he puts his head underwater .",0,1," 292",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0,1.02286,-1.44929,1.03
" Harry realises that he must save something he cares about from merpeople who live in the depths of the Black .",1.25,1," 293",0.2,0,0,0,0.2,0.4,0,0.2,1.74,-1.064,0.988
" On the way back to Gryffindor tower , Harry sees Bartemius in Severus 's office on the Marauder 's Map and goes to investigate .",0.25,1," 294",0.5,0,0,0,0,0.5,0,0,0.51063,-1.33375,0.37313
" When Severus falls through a trick stair and traps Severus 's leg , Severus accidentally drops the egg and map , attracting the attention of Argus . Filch finds the egg , and Severus soon arrives and demands Argus 's help in catching someone who broke into his office . Moody then shows up , angering Severus by suggesting Severus had something to hide in his office . Severus points out that Moody searched his office after his arrival at Hogwarts .",-0.8625,4," 295 296 297 298",0.2,0.1,0,0.2,0,0.3,0.2,0,0.18217,-0.85933,0.33333
" Moody then saves Harry from detection by claiming that the Marauder 's Map is his own -LRB- after an invisible Harry warns him not to give it to Severus -RRB- . However , Snape suspects Harry 's involvement because he recognises the Marauder 's Map before Moody confiscates the egg from Argus and forces the pair away . As Moody frees Harry 's leg , Harry tells Moody about how the map works and said he saw Mr on it .",-0.366666666666667,3," 299 300 301",0.538461538461539,0,0,0,0,0.461538461538462,0,0,0.30558,-0.72923,0.39846
" After Moody spends time looking over the Marauder 's Map , Harry asks what Bartemius was doing in Severus 's office , and Moody suggests that Bartemius was trying to find evidence of Severus being a dark wizard .",-0.95,1," 302",0.25,0.25,0,0,0,0.375,0.125,0,0.51361,-1.14833,0.41833
" Moody then asks to borrow the map , and after learning what Harry was up to that night , says that Harry might consider becoming an Auror for a career .",0.05,1," 303",0.4,0.2,0,0,0,0.4,0,0,0.93273,-1.03727,0.95545
" Harry explains what happened the previous night to Ronald and Hermione .",0,1," 304",0.5,0,0,0,0,0.5,0,0,0.5825,-1.3525,0.5225
" Even though Harry and Ronald suspect Snape might have put Harry 's name in the Goblet of Floo , Hermione doubts this .",-1.25,1," 305",0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0,-0.405,-1.16333,-0.43333
