Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
The trio then decides to help Rubeus prepare his defence for Buckbeak 's case .,"['trio', 'Rubeus', 'case']","['trio:decides', 'Rubeus:prepare', 'case:prepare']",['defence'],['defence:prepare'],0.4767,"[(('decides', 'VBZ'), 'nsubj', ('trio', 'NN')), (('trio', 'NN'), 'det', ('The', 'DT')), (('decides', 'VBZ'), 'advmod', ('then', 'RB')), (('decides', 'VBZ'), 'xcomp', ('help', 'VB')), (('help', 'VB'), 'mark', ('to', 'TO')), (('help', 'VB'), 'ccomp', ('prepare', 'VB')), (('prepare', 'VB'), 'nsubj', ('Rubeus', 'NNP')), (('prepare', 'VB'), 'dobj', ('defence', 'NN')), (('defence', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('prepare', 'VB'), 'nmod', ('case', 'NN')), (('case', 'NN'), 'case', ('for', 'IN')), (('case', 'NN'), 'nmod:poss', ('Buckbeak', 'NNP')), (('Buckbeak', 'NNP'), 'case', (""'s"", 'POS'))]"
"For Christmas , among his other presents , Harry receives the best model broomstick ever released : the Firebolt .","['Christmas', 'presents', 'Harry']","['Christmas:receives', 'presents:receives', 'Harry:receives']",['broomstick'],['broomstick:receives'],0.6369,"[(('receives', 'VBZ'), 'nmod', ('Christmas', 'NNP')), (('Christmas', 'NNP'), 'case', ('For', 'IN')), (('receives', 'VBZ'), 'nmod', ('presents', 'NNS')), (('presents', 'NNS'), 'case', ('among', 'IN')), (('presents', 'NNS'), 'nmod:poss', ('his', 'PRP$')), (('presents', 'NNS'), 'amod', ('other', 'JJ')), (('receives', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('receives', 'VBZ'), 'dobj', ('broomstick', 'NN')), (('broomstick', 'NN'), 'det', ('the', 'DT')), (('broomstick', 'NN'), 'amod', ('best', 'JJS')), (('broomstick', 'NN'), 'compound', ('model', 'NN')), (('broomstick', 'NN'), 'acl', ('released', 'VBN')), (('released', 'VBN'), 'advmod', ('ever', 'RB')), (('broomstick', 'NN'), 'dep', ('Firebolt', 'NN')), (('Firebolt', 'NN'), 'det', ('the', 'DT'))]"
"Hermione is not happy when she learns that it came without a note , and is driven out of Harry and Ronald 's dormitory after Crookshanks attacks Peter again .","['Hermione', 'she', 'it', 'note', 'Harry', 'dormitory', 'Peter']","['Hermione:happy', 'she:learns', 'it:came', 'note:came', 'Harry:driven', 'dormitory:driven', 'Peter:driven']",[],[],-0.7094,"[(('happy', 'JJ'), 'nsubj', ('Hermione', 'NNP')), (('happy', 'JJ'), 'cop', ('is', 'VBZ')), (('happy', 'JJ'), 'neg', ('not', 'RB')), (('happy', 'JJ'), 'advcl', ('learns', 'VBZ')), (('learns', 'VBZ'), 'advmod', ('when', 'WRB')), (('learns', 'VBZ'), 'nsubj', ('she', 'PRP')), (('learns', 'VBZ'), 'ccomp', ('came', 'VBD')), (('came', 'VBD'), 'mark', ('that', 'IN')), (('came', 'VBD'), 'nsubj', ('it', 'PRP')), (('came', 'VBD'), 'nmod', ('note', 'NN')), (('note', 'NN'), 'case', ('without', 'IN')), (('note', 'NN'), 'det', ('a', 'DT')), (('came', 'VBD'), 'cc', ('and', 'CC')), (('came', 'VBD'), 'conj', ('driven', 'VBN')), (('driven', 'VBN'), 'auxpass', ('is', 'VBZ')), (('driven', 'VBN'), 'compound:prt', ('out', 'RP')), (('driven', 'VBN'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('of', 'IN')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('dormitory', 'NN')), (('dormitory', 'NN'), 'nmod:poss', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'case', (""'s"", 'POS')), (('driven', 'VBN'), 'nmod', ('Peter', 'NNP')), (('Peter', 'NNP'), 'case', ('after', 'IN')), (('Peter', 'NNP'), 'compound', ('Crookshanks', 'NNP')), (('Peter', 'NNP'), 'compound', ('attacks', 'NNP')), (('driven', 'VBN'), 'advmod', ('again', 'RB'))]"
"During Christmas dinner , Hermione reports the mystery gift to Minerva , who sends it away to have it tested for tampering .","['dinner', 'Hermione', 'Minerva', 'it']","['dinner:reports', 'Hermione:reports', 'Minerva:reports', 'it:tested']","['gift', 'it']","['gift:reports', 'it:sends']",0.4404,"[(('reports', 'VBZ'), 'nmod', ('dinner', 'NN')), (('dinner', 'NN'), 'case', ('During', 'IN')), (('dinner', 'NN'), 'compound', ('Christmas', 'NNP')), (('reports', 'VBZ'), 'nsubj', ('Hermione', 'NNP')), (('reports', 'VBZ'), 'dobj', ('gift', 'NN')), (('gift', 'NN'), 'det', ('the', 'DT')), (('gift', 'NN'), 'compound', ('mystery', 'NN')), (('reports', 'VBZ'), 'nmod', ('Minerva', 'NNP')), (('Minerva', 'NNP'), 'case', ('to', 'TO')), (('Minerva', 'NNP'), 'acl:relcl', ('sends', 'VBZ')), (('sends', 'VBZ'), 'nsubj', ('who', 'WP')), (('sends', 'VBZ'), 'dobj', ('it', 'PRP')), (('sends', 'VBZ'), 'compound:prt', ('away', 'RP')), (('sends', 'VBZ'), 'advcl', ('have', 'VB')), (('have', 'VB'), 'mark', ('to', 'TO')), (('have', 'VB'), 'ccomp', ('tested', 'VBN')), (('tested', 'VBN'), 'nsubj', ('it', 'PRP')), (('tested', 'VBN'), 'advcl', ('tampering', 'VBG')), (('tampering', 'VBG'), 'mark', ('for', 'IN'))]"
Both Hermione and Minerva suspect Black might have sent the broomstick and that it could be jinxed .,"['Hermione', 'Minerva', 'Black']","['Hermione:suspect', 'Minerva:suspect', 'Black:sent']","['broomstick', 'it']","['broomstick:sent', 'it:jinxed']",-0.296,"[(('suspect', 'VBP'), 'nsubj', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'cc:preconj', ('Both', 'DT')), (('Hermione', 'NNP'), 'cc', ('and', 'CC')), (('Hermione', 'NNP'), 'conj', ('Minerva', 'NNP')), (('suspect', 'VBP'), 'ccomp', ('sent', 'VBN')), (('sent', 'VBN'), 'nsubj', ('Black', 'NNP')), (('sent', 'VBN'), 'aux', ('might', 'MD')), (('sent', 'VBN'), 'aux', ('have', 'VB')), (('sent', 'VBN'), 'dobj', ('broomstick', 'NN')), (('broomstick', 'NN'), 'det', ('the', 'DT')), (('sent', 'VBN'), 'cc', ('and', 'CC')), (('sent', 'VBN'), 'conj', ('jinxed', 'VBN')), (('jinxed', 'VBN'), 'mark', ('that', 'IN')), (('jinxed', 'VBN'), 'nsubjpass', ('it', 'PRP')), (('jinxed', 'VBN'), 'aux', ('could', 'MD')), (('jinxed', 'VBN'), 'auxpass', ('be', 'VB'))]"
"Harry ceases speaking with Hermione , even though he knew she had good intentions with reporting the Firebolt .","['Harry', 'Hermione', 'he', 'she']","['Harry:ceases', 'Hermione:speaking', 'he:knew', 'she:had']","['intentions', 'Firebolt']","['intentions:had', 'Firebolt:reporting']",0.4404,"[(('ceases', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('ceases', 'VBZ'), 'xcomp', ('speaking', 'VBG')), (('speaking', 'VBG'), 'nmod', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'case', ('with', 'IN')), (('ceases', 'VBZ'), 'advcl', ('knew', 'VBD')), (('knew', 'VBD'), 'advmod', ('even', 'RB')), (('knew', 'VBD'), 'mark', ('though', 'IN')), (('knew', 'VBD'), 'nsubj', ('he', 'PRP')), (('knew', 'VBD'), 'ccomp', ('had', 'VBD')), (('had', 'VBD'), 'nsubj', ('she', 'PRP')), (('had', 'VBD'), 'dobj', ('intentions', 'NNS')), (('intentions', 'NNS'), 'amod', ('good', 'JJ')), (('had', 'VBD'), 'advcl', ('reporting', 'VBG')), (('reporting', 'VBG'), 'mark', ('with', 'IN')), (('reporting', 'VBG'), 'dobj', ('Firebolt', 'NN')), (('Firebolt', 'NN'), 'det', ('the', 'DT'))]"
Ronald is also no longer on speaking terms with Hermione because Crookshanks has been attacking Peter non-stop .,"['Ronald', 'Hermione', 'Crookshanks']","['Ronald:longer', 'Hermione:speaking', 'Crookshanks:attacking']","['terms', 'non-stop']","['terms:speaking', 'non-stop:attacking']",-0.6369,"[(('longer', 'JJR'), 'nsubj', ('Ronald', 'NNP')), (('longer', 'JJR'), 'cop', ('is', 'VBZ')), (('longer', 'JJR'), 'advmod', ('also', 'RB')), (('longer', 'JJR'), 'neg', ('no', 'RB')), (('longer', 'JJR'), 'advcl', ('speaking', 'VBG')), (('speaking', 'VBG'), 'mark', ('on', 'IN')), (('speaking', 'VBG'), 'dobj', ('terms', 'NNS')), (('speaking', 'VBG'), 'nmod', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'case', ('with', 'IN')), (('longer', 'JJR'), 'advcl', ('attacking', 'VBG')), (('attacking', 'VBG'), 'mark', ('because', 'IN')), (('attacking', 'VBG'), 'nsubj', ('Crookshanks', 'NNP')), (('attacking', 'VBG'), 'aux', ('has', 'VBZ')), (('attacking', 'VBG'), 'aux', ('been', 'VBN')), (('attacking', 'VBG'), 'dobj', ('non-stop', 'NN')), (('non-stop', 'NN'), 'compound', ('Peter', 'NNP'))]"
"Meanwhile , Harry starts his lessons with Lupin .","['Harry', 'Lupin']","['Harry:starts', 'Lupin:starts']",['lessons'],['lessons:starts'],0.0,"[(('starts', 'VBZ'), 'advmod', ('Meanwhile', 'RB')), (('starts', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('starts', 'VBZ'), 'dobj', ('lessons', 'NNS')), (('lessons', 'NNS'), 'nmod:poss', ('his', 'PRP$')), (('starts', 'VBZ'), 'nmod', ('Lupin', 'NNP')), (('Lupin', 'NNP'), 'case', ('with', 'IN'))]"
"Remus tells Harry that Dementor is called the Patronus Charm , instructs him in how to cast one , and lets him practise on a Boggart .","['Remus', 'him', 'Boggart']","['Remus:tells', 'him:practise', 'Boggart:practise']","['Harry', 'Dementor', 'Charm', 'him']","['Harry:tells', 'Dementor:called', 'Charm:called', 'him:instructs']",0.4019,"[(('tells', 'VBZ'), 'nsubj', ('Remus', 'NNS')), (('tells', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('tells', 'VBZ'), 'ccomp', ('called', 'VBN')), (('called', 'VBN'), 'mark', ('that', 'IN')), (('called', 'VBN'), 'nsubjpass', ('Dementor', 'NNP')), (('called', 'VBN'), 'auxpass', ('is', 'VBZ')), (('called', 'VBN'), 'dobj', ('Charm', 'NNP')), (('Charm', 'NNP'), 'det', ('the', 'DT')), (('Charm', 'NNP'), 'compound', ('Patronus', 'NNP')), (('called', 'VBN'), 'conj', ('instructs', 'VBZ')), (('instructs', 'VBZ'), 'dobj', ('him', 'PRP')), (('instructs', 'VBZ'), 'advcl', ('cast', 'VB')), (('cast', 'VB'), 'mark', ('in', 'IN')), (('cast', 'VB'), 'advmod', ('how', 'WRB')), (('cast', 'VB'), 'mark', ('to', 'TO')), (('cast', 'VB'), 'dobj', ('one', 'CD')), (('called', 'VBN'), 'cc', ('and', 'CC')), (('called', 'VBN'), 'conj', ('lets', 'VBZ')), (('lets', 'VBZ'), 'ccomp', ('practise', 'VB')), (('practise', 'VB'), 'nsubj', ('him', 'PRP')), (('practise', 'VB'), 'nmod', ('Boggart', 'NNP')), (('Boggart', 'NNP'), 'case', ('on', 'IN')), (('Boggart', 'NNP'), 'det', ('a', 'DT'))]"
Harry fails to produce a Patronus at first .,['Harry'],['Harry:fails'],[],[],-0.4215,"[(('fails', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('fails', 'VBZ'), 'xcomp', ('produce', 'VB')), (('produce', 'VB'), 'mark', ('to', 'TO')), (('produce', 'VB'), 'dobj', ('Patronus', 'NNPS')), (('Patronus', 'NNPS'), 'det', ('a', 'DT')), (('produce', 'VB'), 'nmod', ('first', 'JJ')), (('first', 'JJ'), 'case', ('at', 'IN'))]"
"This , however , is to be expected ; the Patronus Charm is well beyond O.W.L. standard .",['Charm'],['Charm:standard'],[],[],0.5859,"[(('is', 'VBZ'), 'nsubj', ('This', 'DT')), (('is', 'VBZ'), 'advmod', ('however', 'RB')), (('is', 'VBZ'), 'xcomp', ('expected', 'VBN')), (('expected', 'VBN'), 'mark', ('to', 'TO')), (('expected', 'VBN'), 'auxpass', ('be', 'VB')), (('is', 'VBZ'), 'parataxis', ('standard', 'NN')), (('standard', 'NN'), 'nsubj', ('Charm', 'NNP')), (('Charm', 'NNP'), 'det', ('the', 'DT')), (('Charm', 'NNP'), 'compound', ('Patronus', 'NNP')), (('standard', 'NN'), 'cop', ('is', 'VBZ')), (('standard', 'NN'), 'advmod', ('well', 'RB')), (('standard', 'NN'), 'case', ('beyond', 'IN')), (('standard', 'NN'), 'compound', ('O.W.L.', 'NNP'))]"
"During his first lesson , Harry learns that Remus was a friend of his father James back during their days at Hogwarts , and also knew Sirius as well .","['lesson', 'Harry', 'Remus', 'James', 'days', 'Hogwarts']","['lesson:learns', 'Harry:learns', 'Remus:friend', 'James:friend', 'days:back', 'Hogwarts:friend']",['Sirius'],['Sirius:knew'],0.6486,"[(('learns', 'VBZ'), 'nmod', ('lesson', 'NN')), (('lesson', 'NN'), 'case', ('During', 'IN')), (('lesson', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('lesson', 'NN'), 'amod', ('first', 'JJ')), (('learns', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('learns', 'VBZ'), 'ccomp', ('friend', 'NN')), (('friend', 'NN'), 'mark', ('that', 'IN')), (('friend', 'NN'), 'nsubj', ('Remus', 'NNP')), (('friend', 'NN'), 'cop', ('was', 'VBD')), (('friend', 'NN'), 'det', ('a', 'DT')), (('friend', 'NN'), 'nmod', ('James', 'NNP')), (('James', 'NNP'), 'case', ('of', 'IN')), (('James', 'NNP'), 'nmod:poss', ('his', 'PRP$')), (('James', 'NNP'), 'compound', ('father', 'NN')), (('James', 'NNP'), 'advmod', ('back', 'RB')), (('back', 'RB'), 'nmod', ('days', 'NNS')), (('days', 'NNS'), 'case', ('during', 'IN')), (('days', 'NNS'), 'nmod:poss', ('their', 'PRP$')), (('friend', 'NN'), 'nmod', ('Hogwarts', 'NNP')), (('Hogwarts', 'NNP'), 'case', ('at', 'IN')), (('friend', 'NN'), 'cc', ('and', 'CC')), (('friend', 'NN'), 'conj', ('knew', 'VBD')), (('knew', 'VBD'), 'advmod', ('also', 'RB')), (('knew', 'VBD'), 'dobj', ('Sirius', 'NNS')), (('knew', 'VBD'), 'advmod', ('as', 'RB')), (('as', 'RB'), 'mwe', ('well', 'RB'))]"
"In January , Slytherin beats Ravenclaw in their Quidditch match .","['January', 'Slytherin', 'match']","['January:beats', 'Slytherin:beats', 'match:Ravenclaw']",['Ravenclaw'],['Ravenclaw:beats'],0.0,"[(('beats', 'VBZ'), 'nmod', ('January', 'NNP')), (('January', 'NNP'), 'case', ('In', 'IN')), (('beats', 'VBZ'), 'nsubj', ('Slytherin', 'NNP')), (('beats', 'VBZ'), 'dobj', ('Ravenclaw', 'NNP')), (('Ravenclaw', 'NNP'), 'nmod', ('match', 'NN')), (('match', 'NN'), 'case', ('in', 'IN')), (('match', 'NN'), 'nmod:poss', ('their', 'PRP$')), (('match', 'NN'), 'compound', ('Quidditch', 'NNP'))]"
"Gryffindor 's chances of getting the Quidditch are good , as long as they do n't lose in their own match against Ravenclaw .","['chances', 'they', 'match', 'Ravenclaw']","['chances:good', 'they:lose', 'match:lose', 'Ravenclaw:match']",['Quidditch'],['Quidditch:getting'],0.7147,"[(('good', 'JJ'), 'nsubj', ('chances', 'NNS')), (('chances', 'NNS'), 'nmod:poss', ('Gryffindor', 'NNP')), (('Gryffindor', 'NNP'), 'case', (""'s"", 'POS')), (('chances', 'NNS'), 'acl', ('getting', 'VBG')), (('getting', 'VBG'), 'mark', ('of', 'IN')), (('getting', 'VBG'), 'dobj', ('Quidditch', 'NNP')), (('Quidditch', 'NNP'), 'det', ('the', 'DT')), (('good', 'JJ'), 'cop', ('are', 'VBP')), (('good', 'JJ'), 'advmod', ('long', 'RB')), (('long', 'RB'), 'advmod', ('as', 'RB')), (('long', 'RB'), 'advcl', ('lose', 'VB')), (('lose', 'VB'), 'mark', ('as', 'IN')), (('lose', 'VB'), 'nsubj', ('they', 'PRP')), (('lose', 'VB'), 'aux', ('do', 'VBP')), (('lose', 'VB'), 'neg', (""n't"", 'RB')), (('lose', 'VB'), 'nmod', ('match', 'NN')), (('match', 'NN'), 'case', ('in', 'IN')), (('match', 'NN'), 'nmod:poss', ('their', 'PRP$')), (('match', 'NN'), 'amod', ('own', 'JJ')), (('match', 'NN'), 'nmod', ('Ravenclaw', 'NNP')), (('Ravenclaw', 'NNP'), 'case', ('against', 'IN'))]"
"By February , Harry becomes quite good at producing a Patronus after a few lessons , but does n't master it entirely .","['February', 'Harry', 'lessons']","['February:becomes', 'Harry:becomes', 'lessons:producing']",['it'],['it:master'],0.2724,"[(('becomes', 'VBZ'), 'nmod', ('February', 'NNP')), (('February', 'NNP'), 'case', ('By', 'IN')), (('becomes', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('becomes', 'VBZ'), 'xcomp', ('good', 'JJ')), (('good', 'JJ'), 'advmod', ('quite', 'RB')), (('good', 'JJ'), 'advcl', ('producing', 'VBG')), (('producing', 'VBG'), 'mark', ('at', 'IN')), (('producing', 'VBG'), 'dobj', ('Patronus', 'NNPS')), (('Patronus', 'NNPS'), 'det', ('a', 'DT')), (('producing', 'VBG'), 'nmod', ('lessons', 'NNS')), (('lessons', 'NNS'), 'case', ('after', 'IN')), (('lessons', 'NNS'), 'det', ('a', 'DT')), (('lessons', 'NNS'), 'amod', ('few', 'JJ')), (('becomes', 'VBZ'), 'cc', ('but', 'CC')), (('becomes', 'VBZ'), 'conj', ('master', 'VB')), (('master', 'VB'), 'aux', ('does', 'VBZ')), (('master', 'VB'), 'neg', (""n't"", 'RB')), (('master', 'VB'), 'dobj', ('it', 'PRP')), (('master', 'VB'), 'advmod', ('entirely', 'RB'))]"
"At the end of a lesson , Remus explains the concept of a Dementor 's Kiss and reveals that it will be Black 's punishment , as an article in the Daily Prophet confirmed that the Ministry gave the Dementors permission to use the Kiss on Black when they find him .","['end', 'lesson', 'Remus', 'Kiss', 'it', 'article', 'Prophet', 'Ministry', 'Black', 'they']","['end:explains', 'lesson:end', 'Remus:explains', 'Kiss:concept', 'it:punishment', 'article:confirmed', 'Prophet:article', 'Ministry:gave', 'Black:use', 'they:find']","['concept', 'permission', 'Kiss', 'him']","['concept:explains', 'permission:gave', 'Kiss:use', 'him:find']",0.34,"[(('explains', 'VBZ'), 'nmod', ('end', 'NN')), (('end', 'NN'), 'case', ('At', 'IN')), (('end', 'NN'), 'det', ('the', 'DT')), (('end', 'NN'), 'nmod', ('lesson', 'NN')), (('lesson', 'NN'), 'case', ('of', 'IN')), (('lesson', 'NN'), 'det', ('a', 'DT')), (('explains', 'VBZ'), 'nsubj', ('Remus', 'NNP')), (('explains', 'VBZ'), 'dobj', ('concept', 'NN')), (('concept', 'NN'), 'det', ('the', 'DT')), (('concept', 'NN'), 'nmod', ('Kiss', 'NN')), (('Kiss', 'NN'), 'case', ('of', 'IN')), (('Kiss', 'NN'), 'nmod:poss', ('Dementor', 'NNP')), (('Dementor', 'NNP'), 'det', ('a', 'DT')), (('Dementor', 'NNP'), 'case', (""'s"", 'POS')), (('explains', 'VBZ'), 'cc', ('and', 'CC')), (('explains', 'VBZ'), 'conj', ('reveals', 'VBZ')), (('reveals', 'VBZ'), 'ccomp', ('punishment', 'NN')), (('punishment', 'NN'), 'mark', ('that', 'IN')), (('punishment', 'NN'), 'nsubj', ('it', 'PRP')), (('punishment', 'NN'), 'aux', ('will', 'MD')), (('punishment', 'NN'), 'cop', ('be', 'VB')), (('punishment', 'NN'), 'nmod:poss', ('Black', 'NNP')), (('Black', 'NNP'), 'case', (""'s"", 'POS')), (('punishment', 'NN'), 'advcl', ('confirmed', 'VBD')), (('confirmed', 'VBD'), 'mark', ('as', 'IN')), (('confirmed', 'VBD'), 'nsubj', ('article', 'NN')), (('article', 'NN'), 'det', ('an', 'DT')), (('article', 'NN'), 'nmod', ('Prophet', 'NN')), (('Prophet', 'NN'), 'case', ('in', 'IN')), (('Prophet', 'NN'), 'det', ('the', 'DT')), (('Prophet', 'NN'), 'amod', ('Daily', 'JJ')), (('confirmed', 'VBD'), 'ccomp', ('gave', 'VBD')), (('gave', 'VBD'), 'mark', ('that', 'IN')), (('gave', 'VBD'), 'nsubj', ('Ministry', 'NNP')), (('Ministry', 'NNP'), 'det', ('the', 'DT')), (('gave', 'VBD'), 'dobj', ('permission', 'NN')), (('permission', 'NN'), 'det', ('the', 'DT')), (('permission', 'NN'), 'compound', ('Dementors', 'NNP')), (('gave', 'VBD'), 'advcl', ('use', 'VB')), (('use', 'VB'), 'mark', ('to', 'TO')), (('use', 'VB'), 'dobj', ('Kiss', 'NN')), (('Kiss', 'NN'), 'det', ('the', 'DT')), (('use', 'VB'), 'nmod', ('Black', 'NNP')), (('Black', 'NNP'), 'case', ('on', 'IN')), (('use', 'VB'), 'advcl', ('find', 'VBP')), (('find', 'VBP'), 'advmod', ('when', 'WRB')), (('find', 'VBP'), 'nsubj', ('they', 'PRP')), (('find', 'VBP'), 'dobj', ('him', 'PRP'))]"
"While thinking about the horror of the punishment , Harry runs into Minerva on his way back to Gryffindor .","['horror', 'punishment', 'Harry', 'Minerva', 'way', 'Gryffindor']","['horror:thinking', 'punishment:horror', 'Harry:runs', 'Minerva:runs', 'way:Minerva', 'Gryffindor:back']",[],[],-0.7845,"[(('runs', 'VBZ'), 'advcl', ('thinking', 'VBG')), (('thinking', 'VBG'), 'mark', ('While', 'IN')), (('thinking', 'VBG'), 'nmod', ('horror', 'NN')), (('horror', 'NN'), 'case', ('about', 'IN')), (('horror', 'NN'), 'det', ('the', 'DT')), (('horror', 'NN'), 'nmod', ('punishment', 'NN')), (('punishment', 'NN'), 'case', ('of', 'IN')), (('punishment', 'NN'), 'det', ('the', 'DT')), (('runs', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('runs', 'VBZ'), 'nmod', ('Minerva', 'NNP')), (('Minerva', 'NNP'), 'case', ('into', 'IN')), (('Minerva', 'NNP'), 'nmod', ('way', 'NN')), (('way', 'NN'), 'case', ('on', 'IN')), (('way', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('runs', 'VBZ'), 'advmod', ('back', 'RB')), (('back', 'RB'), 'nmod', ('Gryffindor', 'NNP')), (('Gryffindor', 'NNP'), 'case', ('to', 'TO'))]"
"Minerva gives Harry back the Firebolt , which has been proven not to be jinxed , and suggests that he practise with it before the match .","['Minerva', 'he', 'it', 'match']","['Minerva:gives', 'he:practise', 'it:practise', 'match:practise']",['Firebolt'],['Firebolt:gives'],0.0,"[(('gives', 'VBZ'), 'nsubj', ('Minerva', 'NNP')), (('gives', 'VBZ'), 'iobj', ('back', 'NN')), (('back', 'NN'), 'compound', ('Harry', 'NNP')), (('gives', 'VBZ'), 'dobj', ('Firebolt', 'NN')), (('Firebolt', 'NN'), 'det', ('the', 'DT')), (('Firebolt', 'NN'), 'acl:relcl', ('proven', 'VBN')), (('proven', 'VBN'), 'nsubjpass', ('which', 'WDT')), (('proven', 'VBN'), 'aux', ('has', 'VBZ')), (('proven', 'VBN'), 'auxpass', ('been', 'VBN')), (('proven', 'VBN'), 'xcomp', ('jinxed', 'VBN')), (('jinxed', 'VBN'), 'neg', ('not', 'RB')), (('jinxed', 'VBN'), 'mark', ('to', 'TO')), (('jinxed', 'VBN'), 'auxpass', ('be', 'VB')), (('gives', 'VBZ'), 'cc', ('and', 'CC')), (('gives', 'VBZ'), 'conj', ('suggests', 'VBZ')), (('suggests', 'VBZ'), 'ccomp', ('practise', 'VB')), (('practise', 'VB'), 'mark', ('that', 'IN')), (('practise', 'VB'), 'nsubj', ('he', 'PRP')), (('practise', 'VB'), 'nmod', ('it', 'PRP')), (('it', 'PRP'), 'case', ('with', 'IN')), (('practise', 'VB'), 'nmod', ('match', 'NN')), (('match', 'NN'), 'case', ('before', 'IN')), (('match', 'NN'), 'det', ('the', 'DT'))]"
Harry meets up with Ronald and they decide to go make up with Hermione .,"['Harry', 'Ronald', 'they', 'Hermione']","['Harry:meets', 'Ronald:meets', 'they:decide', 'Hermione:make']",[],[],0.0,"[(('meets', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('meets', 'VBZ'), 'compound:prt', ('up', 'RP')), (('meets', 'VBZ'), 'nmod', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'case', ('with', 'IN')), (('meets', 'VBZ'), 'cc', ('and', 'CC')), (('meets', 'VBZ'), 'conj', ('decide', 'VBP')), (('decide', 'VBP'), 'nsubj', ('they', 'PRP')), (('decide', 'VBP'), 'xcomp', ('go', 'VB')), (('go', 'VB'), 'mark', ('to', 'TO')), (('go', 'VB'), 'ccomp', ('make', 'VB')), (('make', 'VB'), 'compound:prt', ('up', 'RP')), (('make', 'VB'), 'nmod', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'case', ('with', 'IN'))]"
"Outside Gryffindor , they bump into Neville who 's in trouble because he lost a list .","['Gryffindor', 'they', 'Neville', 'he']","['Gryffindor:bump', 'they:bump', 'Neville:bump', 'he:lost']",['list'],['list:lost'],-0.6124,"[(('bump', 'VBZ'), 'nmod', ('Gryffindor', 'NNP')), (('Gryffindor', 'NNP'), 'case', ('Outside', 'IN')), (('bump', 'VBZ'), 'nsubj', ('they', 'PRP')), (('bump', 'VBZ'), 'nmod', ('Neville', 'NNP')), (('Neville', 'NNP'), 'case', ('into', 'IN')), (('Neville', 'NNP'), 'acl:relcl', ('trouble', 'NN')), (('trouble', 'NN'), 'nsubj', ('who', 'WP')), (('trouble', 'NN'), 'cop', (""'s"", 'VBZ')), (('trouble', 'NN'), 'case', ('in', 'IN')), (('trouble', 'NN'), 'advcl', ('lost', 'VBD')), (('lost', 'VBD'), 'mark', ('because', 'IN')), (('lost', 'VBD'), 'nsubj', ('he', 'PRP')), (('lost', 'VBD'), 'dobj', ('list', 'NN')), (('list', 'NN'), 'det', ('a', 'DT'))]"
